Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,City,Time_taken(min),Day_Ordered,Month_Ordered,Year_Ordered,Type_of_order_Buffet,Type_of_order_Drinks,Type_of_order_Meal,Type_of_order_Snack,Festival_Yes
36.0,4.2,12.970221,77.645396,12.990221,77.665396,2,2,0,1,1.0,2,32,3,4,2022,0,0,1,0,0
34.0,4.9,22.722634,75.886959,22.732634,75.896959,2,4,2,1,0.0,2,19,1,3,2022,0,1,0,0,0
29.0,4.3,17.45971,78.368855,17.56971,78.478855,3,1,0,1,0.0,2,33,31,3,2022,0,0,1,0,0
31.0,4.8,22.31279,73.170283,22.36279,73.220283,4,3,2,3,0.0,3,29,1,4,2022,0,1,0,0,0
39.0,4.9,12.299524,76.64262,12.319524,76.66262,5,4,1,2,1.0,2,23,17,3,2022,0,0,1,0,0
32.0,4.8,15.157944,73.950889,15.287944,74.080889,5,3,0,1,0.0,2,39,18,2,2022,0,0,1,0,0
24.0,4.8,13.066762,80.251865,13.086762,80.271865,6,4,0,1,0.0,2,17,30,3,2022,0,0,0,1,0
29.6091523786525,,18.51421,73.838429,18.59421,73.918429,1,4,2,2,1.0,2,23,23,3,2022,0,0,1,0,0
34.0,4.7,0.0,0.0,0.04,0.04,6,3,1,2,0.0,2,19,15,2,2022,1,0,0,0,0
20.0,4.9,26.766536,75.837333,26.896536,75.967333,1,4,2,2,0.0,2,25,2,4,2022,0,1,0,0,0
34.0,4.5,12.323225,76.630028,12.343225,76.650028,1,4,1,2,1.0,2,15,3,4,2022,0,0,0,1,0
20.0,4.5,15.544419,73.755736,15.624419,73.835736,4,1,1,2,0.0,2,29,16,2,2022,0,0,1,0,0
35.0,4.6,22.75004,75.902847,22.86004,76.012847,3,1,0,1,2.0,2,37,31,3,2022,0,0,0,1,0
34.0,4.8,13.044694,80.26147,13.084694,80.30147,2,2,1,1,1.0,2,27,26,3,2022,0,1,0,0,0
24.0,4.7,18.636215,73.751081,18.746215,73.861081,1,4,2,3,1.0,2,20,8,3,2022,0,0,0,1,0
32.0,4.9,22.745536,75.893106,22.805536,75.953106,1,4,1,2,0.0,2,19,3,4,2022,0,1,0,0,0
34.0,4.9,13.026279,80.174568,13.136279,80.284568,3,4,1,2,1.0,3,28,2,3,2022,0,0,0,1,0
25.0,4.3,17.440827,78.393391,17.570827,78.523391,4,1,0,1,2.0,2,38,6,3,2022,0,0,1,0,0
24.0,4.4,11.001852,76.976268,11.021852,76.996268,3,4,0,1,1.0,2,16,26,3,2022,0,0,1,0,0
33.0,4.5,12.310972,76.659264,12.330972,76.679264,3,2,2,2,1.0,2,29,3,4,2022,0,1,0,0,0
26.0,5.0,0.0,0.0,0.04,0.04,3,3,2,1,1.0,2,27,7,3,2022,0,0,0,1,0
30.0,4.8,0.0,0.0,0.06,0.06,4,3,2,2,0.0,2,33,17,2,2022,0,0,1,0,0
32.0,4.9,0.0,0.0,0.13,0.13,6,3,1,2,1.0,2,17,2,3,2022,0,0,0,1,0
30.0,4.8,13.044694,80.26147,13.064694,80.28147,2,2,1,2,0.0,3,25,7,3,2022,0,0,0,1,0
35.0,4.2,13.054347,80.257221,13.064347,80.267221,5,4,0,1,1.0,2,23,11,3,2022,0,0,1,0,0
24.0,4.8,0.0,0.0,0.11,0.11,3,1,2,1,0.0,2,24,6,3,2022,0,0,0,1,0
36.0,4.9,11.02091,76.940432,11.10091,77.020432,4,1,0,1,1.0,3,36,12,3,2022,0,0,1,0,0
30.0,4.9,22.695207,75.866059,22.825207,75.996059,1,4,1,2,1.0,2,27,25,3,2022,0,0,1,0,0
35.0,4.2,13.045479,80.23311,13.085479,80.27311,3,2,0,1,1.0,2,34,5,4,2022,0,0,0,1,0
20.0,4.8,12.970221,77.645396,13.000221,77.675396,5,4,2,2,0.0,2,14,28,3,2022,0,0,0,1,0
33.0,4.8,18.533811,73.899315,18.603811,73.969315,6,4,0,1,1.0,2,30,8,3,2022,0,0,0,1,0
27.0,4.8,12.323978,76.627961,12.343978,76.647961,2,2,1,1,1.0,3,30,5,3,2022,0,1,0,0,0
22.0,4.1,22.751234,75.88949,22.761234,75.89949,3,4,0,1,1.0,2,26,9,3,2022,0,0,0,1,0
22.0,4.7,19.888716,75.321461,19.958716,75.391461,5,1,2,2,1.0,3,26,18,2,2022,0,0,1,0,0
36.0,4.1,19.003517,72.82765,19.133517,72.95765,3,1,0,1,1.0,2,50,16,3,2022,0,1,0,0,0
22.0,4.6,11.008638,76.984311,11.038638,77.014311,5,4,2,1,1.0,2,13,15,3,2022,0,0,0,1,0
21.0,4.9,21.157729,72.768726,21.217729,72.828726,2,1,2,2,0.0,2,29,24,3,2022,0,0,0,1,0
34.0,4.9,11.008638,76.984311,11.038638,77.014311,3,4,2,1,1.0,2,23,24,3,2022,0,0,0,1,0
36.0,4.7,26.902908,75.792934,26.992908,75.882934,1,1,0,1,1.0,2,47,31,3,2022,0,0,1,0,1
39.0,4.4,10.994136,76.963303,11.014136,76.983303,3,4,0,1,0.0,2,20,5,4,2022,0,1,0,0,0
39.0,4.6,17.428294,78.404423,17.468294,78.444423,1,3,2,2,0.0,2,18,13,3,2022,1,0,0,0,0
34.0,5.0,18.554382,73.798206,18.574382,73.818206,6,4,1,2,0.0,2,10,5,3,2022,0,0,0,1,0
20.0,4.9,18.546258,73.904337,18.586258,73.944337,4,3,1,1,1.0,2,24,17,3,2022,0,1,0,0,0
25.0,4.8,18.53408,73.89852,18.61408,73.97852,5,3,1,1,0.0,2,22,4,4,2022,0,1,0,0,0
33.0,4.9,17.431477,78.40035,17.561477,78.53035,1,4,1,2,1.0,2,29,18,3,2022,0,0,1,0,0
29.0,4.8,19.874449,75.360232,20.004449,75.490232,3,1,1,1,1.0,2,18,12,2,2022,1,0,0,0,0
35.0,4.9,12.352058,76.60665,12.442058,76.69665,3,3,1,1,1.0,2,30,12,3,2022,0,1,0,0,0
24.0,4.6,26.766536,75.837333,26.906536,75.977333,2,3,0,1,1.0,2,41,6,4,2022,0,0,0,1,0
39.0,4.8,19.875016,75.322405,19.945016,75.392405,3,4,0,1,1.0,2,28,16,2,2022,0,0,0,1,0
26.0,4.7,19.254567,72.848923,19.324567,72.918923,2,1,0,1,1.0,2,41,29,3,2022,1,0,0,0,0
34.0,3.9,10.994136,76.963303,11.084136,77.053303,3,1,1,2,0.0,2,38,31,3,2022,1,0,0,0,0
38.0,4.3,22.311844,73.165081,22.321844,73.175081,1,2,1,1,0.0,2,37,3,4,2022,0,1,0,0,0
22.0,4.6,27.161661,78.011544,27.191661,78.041544,6,1,2,3,1.0,3,17,13,2,2022,0,1,0,0,0
29.6091523786525,,23.184992,77.417227,23.264992,77.497227,5,4,2,1,0.0,2,16,18,2,2022,0,0,0,1,0
39.0,4.8,12.934365,77.616155,12.954365,77.636155,2,4,0,1,1.0,3,22,24,3,2022,0,0,0,1,0
36.0,4.5,22.732225,75.874765,22.762225,75.904765,2,4,1,1,1.0,2,19,21,3,2022,0,0,1,0,0
23.0,4.7,23.353783,85.326967,23.363783,85.336967,6,4,1,1,1.0,3,20,9,3,2022,0,0,0,1,0
23.0,4.8,17.483216,78.552111,17.503216,78.572111,2,4,0,1,1.0,2,15,17,3,2022,1,0,0,0,0
30.0,4.8,13.086438,80.220672,13.096438,80.230672,1,4,2,2,0.0,2,15,5,3,2022,0,1,0,0,0
35.0,4.7,25.453436,81.833167,25.493436,81.873167,2,2,2,2,1.0,2,29,13,2,2022,0,1,0,0,0
36.0,4.6,18.51421,73.838429,18.52421,73.848429,5,4,1,1,1.0,2,25,19,3,2022,1,0,0,0,0
26.0,4.8,17.426228,78.407495,17.496228,78.477495,5,3,0,1,0.0,2,27,10,3,2022,1,0,0,0,0
26.0,4.6,18.569156,73.774723,18.659156,73.864723,4,4,1,1,1.0,3,16,31,3,2022,0,0,1,0,0
28.0,4.6,0.0,0.0,0.04,0.04,3,2,1,2,1.0,2,18,15,2,2022,0,1,0,0,0
29.0,4.6,26.902908,75.792934,26.972908,75.862934,5,1,1,1,1.0,2,20,31,3,2022,0,0,1,0,0
23.0,4.9,26.902328,75.794257,26.932328,75.824257,6,3,2,2,1.0,3,12,13,3,2022,0,0,1,0,0
29.0,4.9,18.569156,73.774723,18.609156,73.814723,2,2,2,2,1.0,3,23,19,3,2022,1,0,0,0,0
28.0,4.8,0.0,0.0,0.04,0.04,1,3,0,1,1.0,2,29,3,3,2022,0,0,0,1,0
38.0,4.5,30.335259,78.053162,30.445259,78.163162,3,3,2,1,1.0,2,32,14,2,2022,1,0,0,0,0
33.0,5.0,22.310329,73.169083,22.350329,73.209083,4,2,1,2,1.0,2,33,24,3,2022,0,0,0,1,0
31.0,4.7,11.008638,76.984311,11.138638,77.114311,5,4,0,1,1.0,2,25,25,3,2022,0,1,0,0,0
36.0,4.7,0.0,0.0,0.04,0.04,2,3,2,2,0.0,3,16,15,2,2022,0,0,1,0,0
23.0,4.8,0.0,0.0,0.08,0.08,2,3,2,2,1.0,2,31,29,3,2022,0,0,1,0,0
27.0,4.9,18.563934,73.915367,18.673935,74.025367,5,1,1,1,0.0,2,28,31,3,2022,0,0,1,0,0
36.0,4.7,26.911927,75.797282,26.931927,75.817282,1,2,0,1,0.0,2,26,17,3,2022,1,0,0,0,0
21.0,4.8,26.910262,75.783013,26.940262,75.813013,4,1,2,2,1.0,2,17,13,3,2022,0,1,0,0,0
38.0,4.4,26.90519,75.810753,27.01519,75.920753,2,1,2,1,1.0,2,45,18,3,2022,0,0,1,0,0
29.0,4.7,22.310329,73.169083,22.320329,73.179083,1,2,1,1,1.0,3,30,24,3,2022,0,1,0,0,0
36.0,4.1,22.311358,73.164798,22.341358,73.194798,4,4,0,1,1.0,2,31,24,3,2022,0,1,0,0,0
21.0,4.8,12.323194,76.630583,12.383194,76.690583,3,1,1,1,0.0,2,13,28,3,2022,1,0,0,0,0
28.0,4.7,12.939496,77.625999,13.019496,77.705999,6,4,0,1,1.0,2,24,20,3,2022,0,0,0,1,0
20.0,4.7,22.651847,75.881991,22.671847,75.901991,2,4,0,1,0.0,2,16,19,3,2022,0,1,0,0,0
29.0,4.7,18.533811,73.899315,18.563811,73.929315,4,1,1,2,1.0,3,15,3,3,2022,0,0,1,0,0
27.0,4.6,21.185047,72.80859,21.235047,72.85859,4,3,0,1,0.0,3,14,3,4,2022,0,0,0,1,0
33.0,4.6,30.885814,75.786976,30.915814,75.816976,4,3,0,1,0.0,2,26,13,2,2022,1,0,0,0,0
20.0,4.9,18.55144,73.804855,18.58144,73.834855,4,3,1,1,0.0,2,26,30,3,2022,0,0,0,1,0
27.0,4.8,23.416792,85.316842,23.476792,85.376842,2,3,0,1,1.0,2,22,17,3,2022,0,0,0,1,0
24.0,4.9,23.359407,85.325055,23.419407,85.385055,2,3,0,1,0.0,3,25,3,4,2022,0,1,0,0,0
38.0,4.7,18.536718,73.830327,18.556718,73.850327,6,4,0,1,1.0,2,20,30,3,2022,0,0,1,0,0
23.0,4.5,18.530963,73.828972,18.580963,73.878972,4,3,0,1,0.0,3,18,1,4,2022,1,0,0,0,0
24.0,4.8,23.371292,85.327872,23.431292,85.387872,3,1,2,2,1.0,2,18,1,3,2022,0,0,1,0,0
30.0,4.0,22.515082,88.36783,22.645082,88.49783,1,1,1,1,2.0,2,39,12,2,2022,0,0,0,1,0
23.0,4.9,17.410371,78.437225,17.540371,78.567225,2,3,1,1,1.0,2,30,20,3,2022,0,1,0,0,0
23.0,4.7,12.979096,77.640625,13.009096,77.670625,4,1,0,1,1.0,2,30,15,3,2022,0,0,0,1,0
20.0,4.6,22.725835,75.887648,22.855835,76.017648,5,3,2,2,0.0,2,29,29,3,2022,0,0,0,1,0
29.0,4.7,30.366322,78.070453,30.386322,78.090453,1,2,1,2,1.0,2,30,11,2,2022,1,0,0,0,0
39.0,4.8,22.761226,75.887522,22.891226,76.017522,6,4,2,2,0.0,3,15,16,3,2022,1,0,0,0,0
37.0,4.3,17.411028,78.329645,17.481028,78.399645,5,3,1,2,0.0,2,37,29,3,2022,0,1,0,0,0
36.0,4.8,23.374989,85.335486,23.414989,85.375486,6,3,2,2,1.0,2,23,7,3,2022,0,0,0,1,0
32.0,4.9,0.0,0.0,0.04,0.04,3,2,1,1,0.0,2,30,11,2,2022,0,0,1,0,0
24.0,4.6,21.173343,72.792731,21.213343,72.832731,1,2,2,3,1.0,2,21,17,3,2022,0,0,1,0,0
26.0,4.5,12.304569,76.643622,12.364569,76.703622,2,1,1,1,1.0,2,26,1,3,2022,0,0,0,1,0
38.0,4.7,21.160437,72.774209,21.240437,72.854209,6,1,0,1,2.0,2,36,4,4,2022,0,0,1,0,0
34.0,4.9,23.39925,85.390464,23.43925,85.430464,5,2,1,1,1.0,2,30,11,3,2022,0,0,1,0,0
29.0,4.4,22.74806,75.8934,22.87806,76.0234,2,1,2,1,0.0,2,32,18,3,2022,0,0,1,0,0
39.0,4.8,26.88842,75.800689,26.99842,75.910689,3,4,0,1,1.0,2,29,16,3,2022,0,1,0,0,0
25.0,4.8,12.933284,77.615428,13.023284,77.705428,4,3,2,2,1.0,2,26,2,4,2022,0,0,0,1,0
29.6091523786525,,23.359033,85.325347,23.419033,85.385347,1,4,2,1,1.0,2,19,7,3,2022,0,0,0,1,0
24.0,5.0,22.760072,75.892574,22.850072,75.982574,1,4,1,2,1.0,2,26,31,3,2022,0,0,1,0,0
32.0,4.8,19.1093,72.825451,19.1493,72.865451,3,2,0,1,2.0,2,49,3,3,2022,1,0,0,0,0
27.0,4.8,22.761226,75.887522,22.821226,75.947522,1,4,0,1,0.0,2,15,3,4,2022,1,0,0,0,0
20.0,4.7,17.455894,78.375467,17.475894,78.395467,1,4,1,1,0.0,2,15,13,3,2022,0,0,0,1,0
20.0,4.0,19.875016,75.322405,19.985016,75.432405,5,1,0,1,1.0,3,35,16,2,2022,0,0,1,0,0
29.0,4.8,12.323225,76.630028,12.363225,76.670028,6,3,2,3,0.0,2,11,30,3,2022,0,0,0,1,0
34.0,4.8,22.753839,75.897429,22.843839,75.987429,6,1,1,2,1.0,2,17,31,3,2022,0,1,0,0,0
27.0,5.0,30.342509,78.061187,30.412509,78.131187,5,1,1,1,1.0,2,28,16,2,2022,1,0,0,0,0
30.0,4.9,9.960846,76.293936,10.010846,76.343936,1,1,2,2,1.0,2,30,17,2,2022,0,0,0,1,0
31.0,3.8,26.902328,75.794257,26.982328,75.874257,4,1,1,1,1.0,2,41,18,3,2022,1,0,0,0,0
29.0,4.7,0.0,0.0,0.06,0.06,3,3,0,1,1.0,3,24,24,3,2022,1,0,0,0,0
34.0,4.9,18.530963,73.828972,18.600963,73.898972,1,3,1,1,1.0,2,30,6,4,2022,0,0,1,0,0
33.0,4.7,13.091809,80.219104,13.101809,80.229104,3,4,1,1,1.0,3,25,9,3,2022,0,0,0,1,0
29.0,4.7,22.569367,88.433187,22.609367,88.473187,5,3,1,2,1.0,2,29,17,2,2022,0,1,0,0,0
38.0,4.4,12.914264,77.6784,13.044264,77.8084,3,1,1,1,1.0,2,43,25,3,2022,0,0,0,1,0
20.0,4.3,12.304569,76.643622,12.354569,76.693622,3,4,0,1,0.0,2,25,19,3,2022,0,0,1,0,0
29.0,4.6,23.333017,85.3172,23.363017,85.3472,4,4,2,2,0.0,3,13,28,3,2022,0,1,0,0,0
31.0,4.9,26.474133,80.3481,26.614133,80.4881,3,4,1,1,1.0,2,22,16,2,2022,0,0,0,1,0
37.0,5.0,26.902328,75.794257,26.932328,75.824257,5,1,1,1,1.0,2,25,24,3,2022,1,0,0,0,0
32.0,5.0,17.451976,78.385883,17.481976,78.415883,1,1,2,2,1.0,2,28,15,3,2022,0,1,0,0,0
30.0,4.6,23.371292,85.327872,23.431292,85.387872,2,4,1,2,0.0,2,16,24,3,2022,0,1,0,0,0
28.0,4.6,22.695207,75.866059,22.785207,75.956059,2,3,1,2,2.0,2,32,8,3,2022,0,0,0,1,0
36.0,4.2,17.450851,78.379347,17.470851,78.399347,4,4,0,1,1.0,2,23,17,3,2022,0,0,0,1,0
27.0,4.2,12.972532,77.608179,13.032532,77.668179,4,4,0,1,1.0,2,29,30,3,2022,0,0,0,1,0
27.0,4.7,30.893384,75.821202,30.903384,75.831202,5,4,1,1,1.0,3,17,13,2,2022,0,0,1,0,0
21.0,5.0,15.51315,73.78346,15.54315,73.81346,4,1,0,1,1.0,2,36,15,2,2022,0,0,0,1,0
24.0,4.5,17.451976,78.385883,17.501976,78.435883,5,4,2,3,1.0,2,12,1,4,2022,1,0,0,0,0
39.0,4.9,26.90519,75.810753,26.94519,75.850753,2,2,1,1,1.0,2,34,5,4,2022,1,0,0,0,0
22.0,4.6,18.543626,73.905101,18.563626,73.925101,2,4,0,1,1.0,2,24,9,3,2022,0,1,0,0,0
27.0,4.5,19.065838,72.832658,19.175838,72.942658,3,4,0,1,1.0,2,21,2,4,2022,0,1,0,0,0
34.0,4.8,30.899584,75.809346,30.939584,75.849346,5,3,1,2,1.0,2,27,13,2,2022,0,0,0,1,0
25.0,5.0,12.933284,77.615428,12.943284,77.625428,4,4,1,2,1.0,2,12,3,4,2022,1,0,0,0,0
27.0,4.9,0.0,0.0,0.06,0.06,3,3,1,2,1.0,2,28,11,2,2022,0,1,0,0,0
29.0,4.7,12.935662,77.61413,13.045662,77.72413,6,3,0,1,1.0,3,18,27,3,2022,1,0,0,0,0
27.0,4.8,23.232537,77.429845,23.312537,77.509845,2,1,0,1,1.0,2,45,12,2,2022,1,0,0,0,0
36.0,4.7,11.02091,76.940432,11.05091,76.970432,4,1,1,1,1.0,2,30,5,4,2022,0,0,1,0,0
38.0,4.8,22.514688,88.393294,22.554688,88.433294,3,3,2,2,1.0,2,34,13,2,2022,1,0,0,0,0
38.0,4.9,11.021278,76.995017,11.101278,77.075017,4,4,1,2,1.0,3,29,10,3,2022,0,0,0,1,0
35.0,4.8,15.5696,73.742294,15.6296,73.802294,6,1,0,1,0.0,2,26,17,2,2022,0,0,1,0,0
35.0,3.9,17.440827,78.393391,17.570827,78.523391,6,1,1,1,1.0,2,33,4,3,2022,0,0,1,0,0
25.0,4.8,11.024839,77.007003,11.114839,77.097003,3,1,2,2,1.0,2,26,25,3,2022,1,0,0,0,0
35.0,4.7,21.149569,72.772697,21.179569,72.802697,6,1,2,3,1.0,2,24,17,3,2022,0,0,1,0,0
25.0,4.6,22.311603,73.165012,22.321603,73.175012,4,2,2,1,0.0,3,10,5,4,2022,0,0,1,0,0
34.0,4.9,12.934179,77.615797,13.064179,77.745797,3,4,2,1,1.0,2,20,25,3,2022,0,1,0,0,0
37.0,4.2,23.333017,85.3172,23.463017,85.4472,4,1,2,1,2.0,3,41,4,3,2022,1,0,0,0,0
34.0,4.0,0.0,0.0,0.01,0.01,4,2,2,3,0.0,2,34,3,4,2022,0,0,0,1,0
21.0,4.9,26.911378,75.789034,26.991378,75.869034,3,3,1,1,1.0,3,22,27,3,2022,0,0,1,0,0
35.0,4.7,0.0,0.0,0.06,0.06,5,1,2,3,1.0,2,29,13,2,2022,1,0,0,0,0
21.0,4.9,23.354422,85.3329,23.444422,85.4229,4,1,2,3,1.0,2,21,29,3,2022,0,0,1,0,0
29.6091523786525,,-19.003517,72.82765,19.053517,72.87765,3,4,0,1,0.0,2,23,21,3,2022,1,0,0,0,0
39.0,4.2,23.374878,85.335739,23.464878,85.425739,4,3,0,1,1.0,2,48,29,3,2022,1,0,0,0,0
35.0,4.9,22.75004,75.902847,22.76004,75.912847,5,4,2,2,1.0,3,20,13,3,2022,0,1,0,0,0
36.0,4.9,0.0,0.0,0.05,0.05,6,4,0,1,1.0,2,28,28,3,2022,1,0,0,0,0
36.0,4.8,11.001753,76.986241,11.051753,77.036241,6,4,0,1,1.0,2,29,3,3,2022,1,0,0,0,0
30.0,4.0,13.091809,80.219104,13.101809,80.229104,3,4,0,1,1.0,2,34,7,3,2022,0,0,1,0,0
30.0,4.2,21.186438,72.794115,21.206438,72.814115,3,2,2,3,1.0,2,33,17,3,2022,0,0,1,0,0
21.0,4.9,19.178321,72.834715,19.268321,72.924715,5,1,2,2,0.0,3,24,14,3,2022,0,1,0,0,0
38.0,4.4,21.186608,72.794136,21.266608,72.874136,6,1,0,1,1.0,2,31,25,3,2022,1,0,0,0,0
37.0,4.9,11.022477,76.995667,11.072477,77.045667,3,1,0,1,1.0,2,39,9,3,2022,0,1,0,0,0
38.0,4.8,0.0,0.0,0.07,0.07,4,4,0,1,0.0,2,25,14,2,2022,0,0,1,0,0
37.0,4.9,18.536718,73.830327,18.616719,73.910327,2,3,0,1,1.0,2,46,20,3,2022,1,0,0,0,0
31.0,4.6,23.374989,85.335486,23.464989,85.425486,3,1,0,1,1.0,2,35,29,3,2022,1,0,0,0,0
34.0,4.6,17.45971,78.368855,17.49971,78.408855,6,2,1,1,0.0,2,22,21,3,2022,0,1,0,0,0
39.0,4.8,23.371292,85.327872,23.431292,85.387872,3,1,2,2,1.0,2,26,9,3,2022,0,0,0,1,0
35.0,4.6,9.979186,76.317361,10.109186,76.447361,4,4,0,1,1.0,3,22,14,2,2022,0,1,0,0,0
24.0,4.7,21.149834,72.778666,21.179834,72.808666,2,1,0,1,0.0,2,24,13,3,2022,0,0,1,0,0
26.0,4.3,22.310237,73.158921,22.340237,73.188921,3,4,0,1,1.0,2,27,9,3,2022,1,0,0,0,0
29.0,4.5,26.911927,75.797282,27.041927,75.927282,4,1,2,2,0.0,3,16,20,3,2022,0,0,0,1,0
35.0,4.9,12.311072,76.654878,12.341072,76.684878,6,3,1,1,1.0,2,20,30,3,2022,0,0,1,0,0
22.0,4.8,26.90519,75.810753,27.03519,75.940753,4,1,0,1,0.0,2,32,2,3,2022,0,0,1,0,0
37.0,4.7,22.310329,73.169083,22.380329,73.239083,1,1,1,1,0.0,3,37,6,3,2022,1,0,0,0,0
23.0,4.9,12.934179,77.615797,12.964179,77.645797,1,4,1,1,0.0,2,14,19,3,2022,0,0,1,0,0
22.0,4.7,13.045479,80.23311,13.095479,80.28311,5,1,1,1,1.0,2,27,5,3,2022,0,0,0,1,0
22.0,5.0,12.323194,76.630583,12.383194,76.690583,3,3,0,1,1.0,2,21,13,3,2022,0,0,1,0,0
26.0,4.5,17.458998,78.500366,17.518998,78.560366,6,4,0,1,1.0,3,15,24,3,2022,0,0,1,0,0
28.0,5.0,0.0,0.0,0.05,0.05,6,4,2,1,1.0,2,22,11,2,2022,0,1,0,0,0
35.0,4.9,19.178321,72.834715,19.198321,72.854715,5,4,1,2,1.0,2,25,1,3,2022,0,0,0,1,0
24.0,4.9,18.636215,73.751081,18.716215,73.831081,4,3,1,1,1.0,2,18,27,3,2022,0,0,0,1,0
39.0,4.8,22.751234,75.88949,22.881234,76.01949,4,4,2,1,1.0,2,27,20,3,2022,0,0,0,1,0
26.0,4.7,15.574828,73.766883,15.624828,73.816883,1,3,1,1,0.0,3,19,13,2,2022,0,0,0,1,0
37.0,4.3,19.065838,72.832658,19.125838,72.892658,2,1,2,2,1.0,2,36,21,3,2022,0,0,0,1,0
34.0,4.9,21.173493,72.801953,21.223493,72.851953,2,1,1,1,2.0,2,38,3,3,2022,1,0,0,0,0
28.0,4.8,17.429585,78.392621,17.499585,78.462621,2,1,0,1,0.0,2,39,4,4,2022,0,1,0,0,0
36.0,4.9,23.233219,77.433571,23.263219,77.463571,1,3,1,1,1.0,2,18,15,2,2022,0,0,1,0,0
26.0,4.8,22.311603,73.165012,22.331603,73.185012,5,4,2,2,0.0,2,18,7,3,2022,0,0,0,1,0
35.0,4.3,21.149669,72.772629,21.179669,72.802629,5,4,0,1,1.0,2,32,11,3,2022,1,0,0,0,0
24.0,4.7,19.178321,72.834715,19.198321,72.854715,6,4,1,2,1.0,2,24,11,3,2022,0,0,0,1,0
29.0,4.9,0.0,0.0,0.09,0.09,5,1,2,2,1.0,3,21,2,3,2022,0,0,1,0,0
34.0,4.8,23.235123,77.398886,23.295123,77.458886,3,4,2,2,1.0,2,22,17,2,2022,1,0,0,0,0
21.0,4.5,13.058616,80.264151,13.188616,80.394151,4,3,1,2,1.0,3,26,20,3,2022,0,0,0,1,0
32.0,4.2,0.0,0.0,0.09,0.09,3,3,0,1,2.0,2,44,23,3,2022,0,0,1,0,0
20.0,4.7,13.027018,80.254791,13.137018,80.364791,4,1,0,1,1.0,3,30,14,3,2022,0,0,0,1,0
28.0,4.9,0.0,0.0,0.13,0.13,4,4,0,1,1.0,2,20,4,3,2022,0,0,1,0,0
35.0,4.7,12.979166,77.640709,13.049166,77.710709,1,3,0,1,2.0,2,37,16,3,2022,0,0,0,1,0
27.0,4.7,17.45971,78.368855,17.53971,78.448855,1,4,0,1,0.0,2,24,12,3,2022,0,1,0,0,0
35.0,4.8,21.170096,72.789122,21.220096,72.839122,4,1,0,1,1.0,2,30,1,4,2022,0,0,0,1,0
33.0,4.7,27.195928,77.998092,27.205928,78.008092,2,4,0,1,1.0,2,25,17,2,2022,0,0,1,0,0
23.0,4.6,12.970324,77.645748,13.040324,77.715748,1,1,2,3,1.0,2,44,18,3,2022,0,0,1,0,0
39.0,4.6,11.003669,76.976494,11.023669,76.996494,4,4,1,1,0.0,2,22,3,3,2022,1,0,0,0,0
35.0,4.2,9.959778,76.296106,10.039778,76.376106,2,3,2,3,2.0,2,39,12,2,2022,0,0,1,0,0
23.0,4.9,13.066762,80.251865,13.086762,80.271865,3,4,1,1,0.0,2,17,24,3,2022,1,0,0,0,0
35.0,4.6,23.355164,85.324097,23.375164,85.344097,3,4,1,2,0.0,2,25,21,3,2022,0,0,1,0,0
38.0,4.6,13.054347,80.257221,13.084347,80.287221,1,4,1,1,1.0,2,18,3,4,2022,0,0,0,1,0
28.0,4.2,21.186438,72.794115,21.266438,72.874115,1,3,2,1,1.0,2,39,6,4,2022,0,1,0,0,0
34.0,4.8,12.979166,77.640709,13.049166,77.710709,1,1,2,2,1.0,2,40,2,4,2022,0,0,1,0,0
34.0,4.2,26.913726,75.75282,26.963726,75.80282,1,1,2,3,1.0,2,37,7,3,2022,0,1,0,0,0
24.0,4.1,19.055831,72.833984,19.145831,72.923984,2,1,2,2,1.0,2,33,27,3,2022,0,1,0,0,0
20.0,4.5,11.024839,77.007003,11.054839,77.037003,4,1,2,3,0.0,2,27,1,4,2022,1,0,0,0,0
26.0,5.0,30.319528,78.040267,30.459528,78.180267,2,3,0,1,1.0,2,31,14,2,2022,0,0,0,1,0
33.0,4.6,17.483216,78.552111,17.523216,78.592111,3,3,2,2,1.0,2,31,5,3,2022,1,0,0,0,0
29.0,4.9,9.985497,76.276999,10.045497,76.336999,6,1,1,1,1.0,2,10,13,2,2022,0,0,1,0,0
21.0,4.6,11.001852,76.976268,11.021852,76.996268,4,2,2,2,1.0,2,23,11,3,2022,0,1,0,0,0
25.0,4.5,21.149569,72.772697,21.229569,72.852697,1,3,2,2,1.0,2,26,4,3,2022,0,1,0,0,0
25.0,4.8,11.016298,76.972076,11.146298,77.102076,4,4,1,2,1.0,2,18,29,3,2022,0,0,1,0,0
20.0,4.9,0.0,0.0,0.07,0.07,6,4,1,2,1.0,2,29,31,3,2022,0,0,1,0,0
20.0,4.7,30.890184,75.829615,30.920184,75.859615,6,3,2,1,0.0,3,10,13,2,2022,1,0,0,0,0
22.0,4.6,19.888716,75.321461,19.978716,75.411461,3,4,1,1,0.0,3,12,12,2,2022,0,0,0,1,0
22.0,4.6,30.873988,75.842739,30.983988,75.952739,4,4,0,1,0.0,2,22,16,2,2022,0,0,1,0,0
37.0,4.6,0.0,0.0,0.02,0.02,3,4,1,1,1.0,2,27,17,2,2022,1,0,0,0,0
