Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken_min,Day_Ordered,Month_Ordered,Year_Ordered
21.0,4.8,19.875337,75.316722,19.935337,75.376722,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Urban,22,11,2,2022
,,12.972532,77.608179,12.992532,77.628179,Stormy,High,1,Snack,motorcycle,0.0,No,Metropolitian,34,21,3,2022
22.0,4.6,21.185047,72.80859,21.275047,72.89859,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,25,16,3,2022
31.0,4.0,18.994237,72.825553,19.024237,72.855553,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,,30,1,3,2022
30.0,4.8,12.986047,80.218114,13.116047,80.348114,Cloudy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,33,2,3,2022
20.0,4.9,18.593481,73.785901,18.653481,73.845901,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,29,1,3,2022
39.0,4.9,23.416792,85.316842,23.446792,85.346842,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,18,15,3,2022
32.0,3.5,18.533811,73.899315,18.613811,73.979315,Fog,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,35,6,3,2022
38.0,4.6,22.745536,75.893106,22.875536,76.023106,Fog,Low,0,Buffet,motorcycle,2.0,Yes,Metropolitian,43,14,3,2022
24.0,4.6,23.371292,85.327872,23.411292,85.367872,Cloudy,Medium,2,Meal,scooter,1.0,No,Urban,14,21,3,2022
25.0,4.9,26.913726,75.75282,26.953726,75.792821,Sunny,Medium,2,Buffet,scooter,1.0,,Metropolitian,12,17,3,2022
38.0,3.6,17.41233,78.449654,17.52233,78.559654,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,36,10,3,2022
37.0,4.4,18.569156,73.774723,18.619156,73.824723,Stormy,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,35,28,3,2022
36.0,4.7,10.035573,76.336958,10.055573,76.356958,Sunny,Low,2,Snack,scooter,0.0,No,Urban,11,15,2,2022
21.0,4.8,12.975996,80.221898,13.045996,80.291898,Sandstorms,Jam,2,Snack,scooter,,No,Metropolitian,16,6,4,2022
36.0,4.8,23.357804,85.325146,23.407804,85.375146,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,25,7,3,2022
35.0,4.5,13.081878,80.248519,13.171878,80.338519,Sandstorms,Jam,2,Snack,electric_scooter,,No,Urban,25,8,3,2022
20.0,4.8,23.416792,85.316842,23.436792,85.336842,Cloudy,High,2,Snack,scooter,1.0,No,Metropolitian,26,3,4,2022
22.0,4.9,13.029198,77.570997,13.099198,77.640997,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,32,12,3,2022
24.0,4.6,0.0,0.0,0.06,0.06,Stormy,Low,2,Meal,scooter,1.0,No,Urban,19,7,3,2022
,,0.0,0.0,0.11,0.11,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,28,10,3,2022
28.0,4.6,12.321214,76.621094,12.431214,76.731094,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,23,18,3,2022
23.0,4.8,26.905287,75.794592,26.965287,75.854592,Sunny,Low,2,Meal,scooter,0.0,No,Metropolitian,24,11,3,2022
35.0,4.9,22.310526,73.170937,22.400526,73.260937,Cloudy,Jam,2,Meal,motorcycle,1.0,Yes,Metropolitian,44,8,3,2022
23.0,4.9,25.449872,81.836167,25.519872,81.906167,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,24,14,2,2022
23.0,4.6,0.0,0.0,0.03,0.03,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,19,5,4,2022
22.0,4.8,18.56245,73.916619,18.59245,73.946619,Windy,Medium,1,Meal,motorcycle,0.0,No,Urban,23,19,3,2022
39.0,4.6,25.443994,81.860187,25.523994,81.940187,Stormy,Low,2,Snack,electric_scooter,1.0,No,,19,12,2,2022
39.0,4.6,23.351058,85.325731,23.361058,85.335731,Sandstorms,High,1,Drinks,motorcycle,1.0,No,Urban,28,17,3,2022
32.0,4.8,13.045479,80.23311,13.105479,80.29311,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,26,21,3,2022
33.0,4.5,22.751857,75.866699,22.791857,75.906699,Windy,High,1,Buffet,scooter,1.0,No,Metropolitian,27,30,3,2022
21.0,4.9,12.326356,76.619103,12.456356,76.749103,Fog,Low,1,Drinks,scooter,0.0,No,Urban,25,27,3,2022
27.0,4.5,21.175975,72.795503,21.205975,72.825503,Stormy,Jam,1,Meal,motorcycle,,No,Urban,14,5,4,2022
28.0,4.7,22.74806,75.8934,22.81806,75.9634,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,28,25,3,2022
23.0,4.9,12.326356,76.619103,12.456356,76.749103,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,22,16,3,2022
24.0,4.6,18.543626,73.905101,18.553626,73.915101,Fog,High,1,Buffet,motorcycle,1.0,No,Metropolitian,30,9,3,2022
22.0,4.7,26.902328,75.794257,27.012328,75.904257,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,28,6,4,2022
23.0,4.7,11.02091,76.940432,11.13091,77.050432,Windy,Jam,2,Meal,motorcycle,1.0,No,Urban,22,2,4,2022
34.0,4.5,0.0,0.0,0.03,0.03,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,29,3,4,2022
28.0,4.8,0.0,0.0,0.02,0.02,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,17,15,3,2022
38.0,4.8,17.438263,78.397865,17.568263,78.527865,Sunny,Medium,1,Meal,scooter,1.0,No,Metropolitian,23,31,3,2022
39.0,4.3,17.422819,78.449578,17.532819,78.559578,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,43,4,3,2022
31.0,4.8,11.025083,77.015393,11.055083,77.045393,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,27,30,3,2022
24.0,4.6,11.02091,76.940432,11.04091,76.960432,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,19,1,3,2022
31.0,4.6,21.173493,72.801953,21.263493,72.891953,Cloudy,Jam,1,Meal,scooter,0.0,No,Metropolitian,38,29,3,2022
36.0,4.7,0.0,0.0,0.07,0.07,Cloudy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,51,6,3,2022
24.0,4.7,26.88842,75.800689,26.91842,75.830689,Windy,Jam,2,Drinks,scooter,1.0,No,Urban,23,24,3,2022
37.0,4.8,26.90519,75.810753,26.94519,75.850753,Stormy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,26,15,3,2022
,,22.760072,75.892574,22.790072,75.922574,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Urban,18,24,3,2022
23.0,4.8,18.569156,73.774723,18.639156,73.844723,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,2,4,2022
24.0,4.8,12.3085,76.665808,12.3585,76.715808,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24,7,3,2022
25.0,4.5,12.972793,80.249982,13.062793,80.339982,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Urban,22,23,3,2022
27.0,4.9,13.005801,80.250744,13.075801,80.320744,Sunny,Jam,1,Meal,scooter,0.0,No,Metropolitian,20,31,3,2022
37.0,4.8,22.569358,88.433452,22.609358,88.473452,Stormy,Medium,1,Meal,scooter,1.0,No,Urban,33,17,2,2022
22.0,4.8,26.914142,75.805704,26.944142,75.835704,Fog,Low,2,Snack,electric_scooter,0.0,No,Urban,13,28,3,2022
33.0,4.8,23.39925,85.390464,23.40925,85.400464,Cloudy,Low,1,Drinks,scooter,1.0,No,Urban,19,9,3,2022
31.0,4.6,17.45971,78.368855,17.54971,78.458855,Sunny,Low,1,Meal,motorcycle,0.0,No,Urban,18,20,3,2022
37.0,4.5,23.374989,85.335486,23.504989,85.465486,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Urban,28,29,3,2022
22.0,4.6,0.0,0.0,0.07,0.07,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,14,2,2022
33.0,4.7,12.933298,77.614293,12.983298,77.664293,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,34,28,3,2022
24.0,4.6,26.892312,75.806896,26.922313,75.836896,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,25,3,4,2022
24.0,4.8,11.026117,76.944652,11.106117,77.024652,Sandstorms,Medium,1,Buffet,scooter,0.0,No,Urban,26,10,3,2022
31.0,4.2,13.045479,80.23311,13.055479,80.24311,Windy,Low,0,Snack,motorcycle,2.0,No,Metropolitian,33,1,3,2022
31.0,4.8,25.45235,81.841889,25.50235,81.891889,Windy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,26,13,2,2022
20.0,4.9,13.081878,80.248519,13.131878,80.298519,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Urban,26,1,3,2022
20.0,4.0,11.008638,76.984311,11.138638,77.114311,Cloudy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,39,12,3,2022
26.0,4.6,26.911927,75.797282,26.951927,75.837282,Windy,Medium,1,Snack,scooter,0.0,No,Metropolitian,26,11,3,2022
30.0,4.6,23.184992,77.417227,23.244992,77.477227,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,39,11,2,2022
35.0,4.8,0.0,0.0,0.07,0.07,Stormy,Low,1,Meal,motorcycle,1.0,No,Urban,21,2,4,2022
,,11.010375,76.95295,11.140375,77.08295,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,19,27,3,2022
38.0,4.6,12.311072,76.654878,12.381072,76.724878,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,49,4,3,2022
39.0,4.8,26.913483,75.803139,26.963483,75.853139,Windy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,30,11,3,2022
,,26.849596,75.800512,26.939596,75.890512,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,40,2,3,2022
32.0,4.9,23.351489,85.324253,23.381489,85.354253,Stormy,Jam,2,Meal,scooter,0.0,No,Metropolitian,25,13,3,2022
31.0,4.5,26.902908,75.792934,26.922908,75.812934,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,24,21,3,2022
38.0,4.1,12.98041,77.640489,13.11041,77.770489,Fog,Low,2,Snack,motorcycle,1.0,No,Metropolitian,36,6,3,2022
26.0,4.6,10.027364,76.308258,10.077364,76.358258,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Urban,18,15,2,2022
23.0,4.9,0.0,0.0,0.13,0.13,Fog,Low,2,Meal,scooter,1.0,No,Metropolitian,23,27,3,2022
29.0,5.0,13.026286,80.275235,13.116286,80.365235,Stormy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,20,27,3,2022
33.0,4.1,11.022477,76.995667,11.042477,77.015667,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,29,5,3,2022
25.0,4.7,11.000762,76.981876,11.080762,77.061876,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,23,3,2022
33.0,4.9,19.1093,72.825451,19.1493,72.865451,Sunny,Medium,0,Buffet,motorcycle,1.0,No,,27,11,3,2022
29.0,4.9,12.304569,76.643622,12.354569,76.693622,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,22,26,3,2022
23.0,4.6,0.0,0.0,0.08,0.08,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,24,2,3,2022
26.0,4.6,19.874733,75.353942,19.984733,75.463942,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,25,14,2,2022
30.0,4.1,30.335259,78.053162,30.475259,78.193162,Cloudy,Jam,2,Buffet,scooter,2.0,No,Metropolitian,49,12,2,2022
22.0,4.7,19.120083,72.907385,19.140083,72.927385,Sunny,Low,1,Buffet,scooter,0.0,No,Metropolitian,19,1,3,2022
28.0,4.7,12.98041,77.640489,13.09041,77.750489,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,24,4,3,2022
36.0,4.9,22.311358,73.164798,22.331358,73.184798,Cloudy,Low,1,Snack,scooter,0.0,No,Urban,19,19,3,2022
35.0,4.7,19.131141,72.813074,19.241141,72.923074,Sunny,Medium,2,Drinks,scooter,0.0,No,Metropolitian,15,31,3,2022
39.0,4.8,23.371292,85.327872,23.501292,85.457872,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,47,18,3,2022
31.0,4.8,12.913041,77.683237,12.923041,77.693237,Sunny,Low,1,Snack,scooter,0.0,No,Metropolitian,16,24,3,2022
34.0,4.5,21.17106,72.789292,21.19106,72.809292,Sunny,High,1,Snack,scooter,1.0,No,Metropolitian,15,30,3,2022
33.0,4.8,27.163303,78.057044,27.183303,78.077044,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,20,17,2,2022
27.0,4.5,13.066762,80.251865,13.196762,80.381865,Stormy,Low,2,Meal,electric_scooter,1.0,No,Urban,18,12,3,2022
35.0,4.5,30.332735,78.054222,30.362735,78.084222,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,15,2,2022
36.0,4.7,26.90519,75.810753,27.01519,75.920753,Windy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,27,4,3,2022
30.0,4.6,-26.472001,80.354002,26.552001,80.434002,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,42,18,2,2022
22.0,4.0,18.543626,73.905101,18.593626,73.955101,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,7,3,2022
25.0,4.8,19.207222,72.972281,19.267222,73.032281,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,26,13,3,2022
37.0,4.5,30.914057,75.83982,30.944057,75.86982,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,28,13,2,2022
28.0,4.6,11.022169,76.999594,11.112169,77.089594,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,31,18,3,2022
32.0,4.6,23.39925,85.390464,23.48925,85.480464,Fog,Jam,0,Buffet,motorcycle,0.0,No,Urban,49,18,3,2022
32.0,4.9,23.39925,85.390464,23.41925,85.410464,Fog,Low,0,Drinks,motorcycle,1.0,No,Urban,21,21,3,2022
23.0,5.0,22.569358,88.433452,22.579358,88.443452,Sandstorms,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,16,11,2,2022
37.0,4.1,23.39925,85.390464,23.41925,85.410464,Fog,High,1,Meal,motorcycle,0.0,No,Metropolitian,33,3,3,2022
22.0,4.8,11.016298,76.972076,11.036298,76.992076,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,18,5,3,2022
37.0,4.9,21.186608,72.794136,21.206608,72.814136,Fog,Low,1,Buffet,motorcycle,,No,Metropolitian,15,15,3,2022
29.0,4.9,22.551084,88.354127,22.631084,88.434127,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,26,18,2,2022
26.0,4.9,12.981615,80.231598,13.061615,80.311598,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,27,23,3,2022
22.0,4.9,26.483042,80.317833,26.593042,80.427833,Cloudy,Jam,0,Drinks,motorcycle,0.0,Yes,Metropolitian,45,16,2,2022
20.0,4.7,0.0,0.0,0.06,0.06,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,29,30,3,2022
21.0,4.7,13.044694,80.26147,13.114694,80.33147,Fog,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,40,8,3,2022
25.0,5.0,17.431477,78.40035,17.471477,78.44035,Stormy,High,1,Snack,scooter,0.0,No,Urban,20,28,3,2022
22.0,3.1,10.994136,76.963303,11.074136,77.043303,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,37,12,3,2022
38.0,4.6,12.304569,76.643622,12.344569,76.683622,Sandstorms,Medium,1,Snack,scooter,1.0,No,Metropolitian,30,17,3,2022
25.0,4.6,22.311358,73.164798,22.391358,73.244798,Sandstorms,Medium,2,Buffet,scooter,0.0,No,Metropolitian,28,23,3,2022
32.0,5.0,13.005801,80.250744,13.045801,80.290744,Sandstorms,High,1,Drinks,scooter,1.0,No,Urban,32,24,3,2022
37.0,4.4,17.429585,78.392621,17.499585,78.462621,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Urban,42,6,3,2022
22.0,5.0,12.981615,80.231598,13.011615,80.261598,Sandstorms,Jam,2,Snack,scooter,0.0,No,Urban,11,3,4,2022
,,-12.949934,77.699386,13.059934,77.809386,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,33,8,3,2022
20.0,4.1,26.956431,75.776649,26.996431,75.816649,Fog,High,1,Drinks,scooter,1.0,No,Urban,33,1,4,2022
21.0,4.5,23.351058,85.325731,23.371058,85.345731,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,15,15,3,2022
33.0,4.7,13.029198,77.570997,13.089198,77.630997,Fog,Low,1,Snack,scooter,0.0,No,Metropolitian,15,1,4,2022
,,23.351489,85.324253,23.401489,85.374253,Stormy,Jam,0,Drinks,motorcycle,,No,Metropolitian,36,1,4,2022
38.0,4.9,26.911927,75.797282,26.971927,75.857282,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,40,13,3,2022
20.0,5.0,0.0,0.0,0.03,0.03,Fog,Jam,1,Drinks,scooter,1.0,No,Urban,24,15,2,2022
21.0,4.4,18.546258,73.904337,18.616258,73.974337,Fog,Medium,2,Snack,motorcycle,1.0,No,Urban,35,27,3,2022
35.0,4.2,11.022169,76.999594,11.132169,77.109594,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Urban,31,20,3,2022
24.0,4.7,23.357804,85.325146,23.417804,85.385146,Sandstorms,Jam,1,Buffet,scooter,0.0,,Metropolitian,10,24,3,2022
37.0,4.1,18.563934,73.915367,18.613934,73.965367,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,42,15,3,2022
39.0,4.5,15.496162,73.825364,15.526162,73.855364,Sandstorms,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,26,15,2,2022
37.0,4.5,11.008638,76.984311,11.138638,77.114311,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,28,23,3,2022
35.0,4.7,0.0,0.0,0.03,0.03,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,17,17,2,2022
21.0,4.6,12.975377,77.696664,12.995377,77.716664,Sunny,High,1,Meal,motorcycle,0.0,No,Urban,10,5,4,2022
35.0,4.0,17.426228,78.407495,17.516228,78.497495,Windy,Jam,0,Drinks,motorcycle,,No,Metropolitian,44,14,3,2022
24.0,4.0,18.539299,73.897902,18.619299,73.977902,Cloudy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,34,31,3,2022
30.0,4.7,27.163303,78.057044,27.223303,78.117044,Sunny,Low,1,Snack,motorcycle,0.0,No,Urban,15,11,2,2022
34.0,4.9,18.563934,73.915367,18.633934,73.985367,Fog,Jam,1,Snack,scooter,2.0,No,Metropolitian,45,16,3,2022
20.0,5.0,19.221315,72.862381,19.261315,72.902381,Cloudy,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,22,17,3,2022
39.0,4.3,22.745049,75.892471,22.795049,75.942471,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,34,19,3,2022
36.0,4.7,22.753839,75.897429,22.763838,75.907429,Sandstorms,Low,2,Snack,scooter,1.0,No,Urban,23,26,3,2022
39.0,4.6,18.554382,73.798206,18.594382,73.838206,Stormy,High,2,Buffet,motorcycle,0.0,No,Metropolitian,34,5,4,2022
35.0,4.8,23.351489,85.324253,23.401489,85.374253,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,22,21,3,2022
34.0,4.7,22.310237,73.158921,22.400237,73.248921,Sandstorms,Jam,2,Drinks,scooter,0.0,No,Metropolitian,27,25,3,2022
23.0,5.0,26.911927,75.797282,26.981927,75.867282,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,44,23,3,2022
23.0,4.8,26.914142,75.805704,26.954142,75.845704,Windy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,28,24,3,2022
39.0,5.0,26.902328,75.794257,26.952328,75.844257,Sunny,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,15,5,4,2022
33.0,4.9,13.045479,80.23311,13.175479,80.36311,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,44,25,3,2022
37.0,4.5,0.0,0.0,0.09,0.09,Windy,Jam,1,Buffet,scooter,3.0,No,Metropolitian,44,14,3,2022
33.0,4.7,17.410371,78.437225,17.460371,78.487225,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,25,3,4,2022
25.0,4.7,21.149669,72.772629,21.189669,72.812629,Cloudy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,21,3,4,2022
26.0,4.8,27.161661,78.011544,27.221661,78.071544,Sandstorms,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,25,15,2,2022
33.0,4.5,26.914142,75.805704,27.054142,75.945704,Stormy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,25,27,3,2022
27.0,4.2,12.933298,77.614293,12.943298,77.624293,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Urban,20,7,3,2022
,,12.978453,77.643685,13.018453,77.683685,Windy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,27,3,4,2022
22.0,4.8,11.02091,76.940432,11.06091,76.980432,Sandstorms,High,2,Meal,motorcycle,1.0,No,Metropolitian,25,3,4,2022
23.0,4.9,22.751857,75.866699,22.821857,75.936699,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,20,14,3,2022
22.0,4.5,19.103249,72.846749,19.123249,72.866749,Cloudy,Low,2,Meal,scooter,0.0,,Urban,10,3,4,2022
35.0,4.6,17.431668,78.408321,17.511668,78.488321,Cloudy,Medium,2,Meal,electric_scooter,0.0,No,Urban,34,6,3,2022
37.0,4.6,11.021278,76.995017,11.131278,77.105017,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,26,2,3,2022
35.0,4.8,22.753839,75.897429,22.863838,76.007429,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,29,31,3,2022
35.0,4.8,26.492106,80.327797,26.542106,80.377797,Stormy,Low,2,Drinks,scooter,0.0,No,Metropolitian,22,15,2,2022
36.0,4.8,26.913483,75.803139,26.943483,75.833139,Fog,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,29,21,3,2022
36.0,4.6,22.32,73.17,22.36,73.21,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,48,5,4,2022
36.0,4.9,19.22384,72.841347,19.25384,72.871347,Fog,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,27,3,4,2022
30.0,4.1,23.369746,85.33982,23.449746,85.41982,Sunny,Jam,0,Snack,motorcycle,,No,Metropolitian,33,12,3,2022
31.0,5.0,23.351058,85.325731,23.401058,85.375731,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,31,17,3,2022
30.0,4.9,12.323978,76.627961,12.413978,76.717961,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,42,29,3,2022
30.0,4.8,19.176269,72.836721,19.286269,72.946721,Sandstorms,Medium,0,Meal,motorcycle,2.0,Yes,Metropolitian,47,10,3,2022
21.0,4.5,17.458998,78.500366,17.478998,78.520366,Windy,Low,2,Drinks,electric_scooter,1.0,No,Urban,18,11,3,2022
31.0,3.9,21.183434,72.814492,21.273434,72.904492,Stormy,Jam,1,Meal,scooter,0.0,No,Metropolitian,31,31,3,2022
25.0,4.5,0.0,0.0,0.07,0.07,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,8,3,2022
37.0,4.6,26.90294,75.793007,26.92294,75.813007,Cloudy,Low,0,Buffet,motorcycle,1.0,No,,26,3,3,2022
38.0,4.8,18.536562,73.896485,18.556562,73.916485,Sunny,High,2,Buffet,scooter,1.0,No,Metropolitian,23,3,3,2022
22.0,4.5,18.530963,73.828972,18.540963,73.838972,Stormy,High,2,Buffet,scooter,0.0,No,Urban,13,21,3,2022
33.0,4.6,15.51315,73.78346,15.58315,73.853459,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,12,2,2022
32.0,4.3,23.214294,77.435361,23.264294,77.485361,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,31,15,2,2022
22.0,4.7,12.981615,80.231598,13.051615,80.301598,Stormy,Medium,1,Snack,motorcycle,1.0,No,Urban,18,6,3,2022
24.0,4.6,22.310237,73.158921,22.370237,73.218921,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Urban,25,1,3,2022
34.0,4.9,26.910262,75.783013,26.940262,75.813013,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,25,26,3,2022
36.0,4.6,18.53408,73.89852,18.57408,73.93852,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,19,28,3,2022
36.0,4.6,23.359407,85.325055,23.399407,85.365055,Cloudy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,18,30,3,2022
34.0,4.7,12.949934,77.699386,12.959934,77.709386,Fog,Low,1,Buffet,scooter,0.0,No,Metropolitian,19,24,3,2022
30.0,4.6,17.428294,78.404423,17.488294,78.464423,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Urban,21,17,3,2022
30.0,4.6,12.3085,76.665808,12.3385,76.695808,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Urban,25,26,3,2022
38.0,4.7,13.064181,80.236442,13.144181,80.316442,Fog,Medium,0,Drinks,motorcycle,2.0,No,Urban,43,6,3,2022
22.0,4.6,11.022169,76.999594,11.082169,77.059594,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,17,5,3,2022
,,18.592718,73.773572,18.642718,73.823572,,,3,Buffet,motorcycle,0.0,No,Metropolitian,26,7,3,2022
39.0,4.6,17.433809,78.386744,17.563809,78.516744,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,17,2,3,2022
20.0,4.9,11.001852,76.976268,11.021852,76.996268,Sunny,Low,2,Buffet,electric_scooter,0.0,No,Urban,20,28,3,2022
22.0,4.7,13.066762,80.251865,13.096762,80.281865,Fog,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,27,15,3,2022
35.0,4.4,12.978453,77.643685,13.048453,77.713685,Sandstorms,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,41,14,3,2022
36.0,4.7,22.310237,73.158921,22.440237,73.288921,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,21,18,3,2022
38.0,4.6,12.323994,76.626167,12.403994,76.706167,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Urban,38,27,3,2022
,,22.538731,88.364878,22.648731,88.474878,,,3,Drinks,scooter,0.0,No,Metropolitian,15,12,2,2022
28.0,4.8,21.149834,72.778666,21.169834,72.798666,Cloudy,High,0,Drinks,motorcycle,1.0,No,Urban,26,5,3,2022
34.0,4.9,11.003008,76.97544,11.033008,77.00544,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,27,13,3,2022
22.0,4.7,12.970221,77.645396,13.030221,77.705396,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,26,26,3,2022
21.0,4.7,26.911927,75.797282,27.021927,75.907282,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,20,4,4,2022
